"","phylum","class","order","family","genus","species","nutrition","morphology"
"OTUc_12508","Cercozoa","Thecofilosea","Cryomonadida","unclassified","unclassified","unclassified","unknown","testate_cell_organic"
"OTUc_12509","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_1251","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12510","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","Neoheteromita_globosa","bacterivore","naked_flagellate"
"OTUc_12511","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12512","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12513","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_12514","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12515","Endomyxa","Phytomyxea","Plasmodiophorida","Polymyxa_lineage","Polymyxa","unclassified","plant_parasite","endoparasite"
"OTUc_12516","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12517","Cercozoa","Granofilosea","Limnofilida","Limnofilidae","unclassified","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_12518","Endomyxa","Phytomyxea","Plasmodiophorida","Polymyxa_lineage","unclassified","unclassified","plant_parasite","endoparasite"
"OTUc_12519","Cercozoa","Imbricatea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1252","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12520","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_12521","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","Eocercomonas_sp.","omnivore","naked_amoeboflagellate"
"OTUc_12522","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12523","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_12524","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_12525","Endomyxa","Phytomyxea","Plasmodiophorida","Spongospora_lineage","Spongospora","unclassified","plant_parasite","endoparasite"
"OTUc_12526","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12527","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_12528","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12529","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","unclassified","bacterivore","testate_cell_silica"
"OTUc_12530","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_12531","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12532","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12533","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12534","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_braziliensis","omnivore","naked_amoeboflagellate"
"OTUc_12535","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12536","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","unclassified","bacterivore","testate_cell_silica"
"OTUc_12537","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_12538","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12539","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1254","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_12540","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","unclassified","omnivore","testate_cell_silica"
"OTUc_12541","Cercozoa","Granofilosea","Limnofilida","Limnofilidae","unclassified","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_12542","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12543","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12544","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_12545","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12546","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12547","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12548","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12549","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1255","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12550","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12551","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_12552","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12553","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_12555","Cercozoa","Imbricatea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12556","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_12558","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12559","Cercozoa","Imbricatea","Euglyphida","Trinematidae","unclassified","unclassified","omnivore","testate_cell_silica"
"OTUc_1256","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12560","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12561","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12562","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12563","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12564","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12565","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_12566","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","unclassified","bacterivore","testate_cell_silica"
"OTUc_12567","Cercozoa","Imbricatea","Euglyphida","Euglyphidae","Euglypha","Euglypha_rotunda","omnivore","testate_cell_silica"
"OTUc_12568","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12569","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_1257","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12570","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12571","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12572","Cercozoa","Thecofilosea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12573","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12574","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_12576","Cercozoa","Granofilosea","Limnofilida","Limnofilidae","unclassified","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_12577","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_12578","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_12579","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1258","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12580","Endomyxa","Phytomyxea","Plasmodiophorida","Spongospora_lineage","Spongospora","Spongospora_nasturtii","plant_parasite","endoparasite"
"OTUc_12581","Cercozoa","Thecofilosea","Tectofilosida","Fiscullidae","unclassified","unclassified","eukaryvore","testate_cell_organic"
"OTUc_12582","Rhizaria-incertae-sedis","Tremulida","Tremulida_unassigned","Tremulidae","Tremula","Tremula_longifila","eukaryvore","naked_flagellate"
"OTUc_12584","Endomyxa","Phytomyxea","Plasmodiophorida","Spongospora_lineage","Spongospora","Spongospora_subterranea","plant_parasite","endoparasite"
"OTUc_12585","Cercozoa","Granofilosea","Cryptofilida","Mesofilidae","Mesofila","Mesofila_limnetica","bacterivore","naked_amoeboflagellate"
"OTUc_12586","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_12587","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12588","Rhizaria-incertae-sedis","Tremulida","Tremulida_unassigned","Tremulidae","Tremula","Tremula_longifila","eukaryvore","naked_flagellate"
"OTUc_12589","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1259","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12590","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12591","Endomyxa","Phytomyxea","Plasmodiophorida","Spongospora_lineage","Spongospora","Spongospora_subterranea","plant_parasite","endoparasite"
"OTUc_12592","Cercozoa","Sarcomonadea","Cercomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12593","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12594","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12595","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12596","Cercozoa","Sarcomonadea","Glissomonadida","Sandonidae","Neoheteromita","Neoheteromita_sp.","bacterivore","naked_flagellate"
"OTUc_12597","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_12598","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Eocercomonas","Eocercomonas_sp.","omnivore","naked_amoeboflagellate"
"OTUc_12599","Cercozoa","Sarcomonadea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_126","Cercozoa","Imbricatea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_1260","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12600","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_12601","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12602","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12603","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","unclassified","omnivore","naked_amoeboflagellate"
"OTUc_12604","Cercozoa","Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","unclassified","bacterivore","testate_cell_silica"
"OTUc_12605","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
"OTUc_12606","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","unclassified","unclassified","unknown","unknown"
"OTUc_12607","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12608","Cercozoa","Thecofilosea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12609","Cercozoa","Sarcomonadea","Glissomonadida","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12610","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_oxoniensis","bacterivore","naked_amoeboflagellate"
"OTUc_12611","Cercozoa","Granofilosea","Granofilosea_unassigned","Novel_Gran_123456","unclassified","unclassified","unknown","unknown"
"OTUc_12612","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","unclassified","unclassified","omnivore","testate_cell_organic"
"OTUc_12613","Cercozoa","Thecofilosea","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12614","Cercozoa","Sarcomonadea","Cercomonadida","Cercomonadidae","Neocercomonas","Neocercomonas_jutlandica","omnivore","naked_amoeboflagellate"
"OTUc_12615","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12616","Cercozoa","Sarcomonadea","Glissomonadida","Allapsidae","unclassified","unclassified","bacterivore","naked_flagellate"
"OTUc_12617","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_12618","Cercozoa","unclassified","unclassified","unclassified","unclassified","unclassified","unknown","unknown"
"OTUc_12619","Cercozoa","Imbricatea","Euglyphida","unclassified","unclassified","unclassified","unknown","testate_cell_silica"
"OTUc_1262","Cercozoa","Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","unclassified","bacterivore","naked_amoeboflagellate"
